"predictor" "output"
"25974" "trailer" "he"
"25975" "he" "developed"
"25976" "developed" "interchangeable"
"25977" "interchangeable" "sections"
"25978" "sections" "so"
"25979" "so" "he"
"25980" "he" "could"
"25981" "could" "set"
"25982" "set" "up"
"25983" "up" "the"
"25984" "the" "trailer"
"25985" "trailer" "for"
"25986" "for" "celebrations"
"25987" "celebrations" "as"
"25988" "as" "diverse"
"25989" "diverse" "as"
"25990" "as" "halloween"
"25991" "halloween" "and"
"25992" "and" "easter"
"25993" "not" "only"
"25994" "only" "heard"
"25995" "heard" "about"
"25996" "about" "it"
"25997" "it" "witnessed"
"25998" "witnessed" "it"
"25999" "it" "sorta"
"26000" "here's" "a"
"26001" "a" "likely"
"26002" "likely" "scenario"
"26003" "i" "believe"
"26004" "believe" "it"
"26005" "it" "i'm"
"26006" "i'm" "sure"
"26007" "sure" "she"
"26008" "she" "will"
"26009" "will" "be"
"26010" "be" "gorgeous"
"26011" "gorgeous" "like"
"26012" "like" "she"
"26013" "she" "always"
"26014" "always" "is"
"26015" "if" "you"
"26016" "you" "need"
"26017" "need" "a"
"26018" "a" "shoulder"
"26019" "shoulder" "to"
"26020" "to" "cry"
"26021" "cry" "on"
"26022" "on" "girl"
"26023" "girl" "i"
"26024" "i" "won't"
"26025" "won't" "miss"
"26026" "miss" "it"
"26027" "it" "i'm"
"26028" "i'm" "through"
"26029" "through" "fucking"
"26030" "fucking" "with"
"26031" "with" "these"
"26032" "these" "bitch"
"26033" "bitch" "ass"
"26034" "ass" "bitches"
"26035" "van" "riemsdyk"
"26036" "riemsdyk" "had"
"26037" "had" "missed"
"26038" "missed" "::number::"
"26039" "::number::" "games"
"26040" "games" "before"
"26041" "before" "coming"
"26042" "coming" "back"
"26043" "back" "for"
"26044" "for" "games"
"26045" "games" "::number::"
"26046" "::number::" "and"
"26047" "and" "::number::"
"26048" "::number::" "in"
"26049" "in" "the"
"26050" "the" "first"
"26051" "first" "round"
"26052" "round" "against"
"26053" "against" "the"
"26054" "the" "penguins"
"26055" "penguins" "he"
"26056" "he" "only"
"26057" "only" "played"
"26058" "played" "a"
"26059" "a" "total"
"26060" "total" "of"
"26061" "of" "::number::"
"26062" "::number::" "::number::"
"26063" "::number::" "in"
"26064" "in" "those"
"26065" "those" "two"
"26066" "two" "games"
"26067" "games" "but"
"26068" "but" "benefited"
"26069" "benefited" "from"
"26070" "from" "a"
"26071" "a" "week"
"26072" "week" "off"
"26073" "off" "before"
"26074" "before" "round"
"26075" "round" "::number::"
"26076" "finally" "having"
"26077" "having" "red"
"26078" "red" "hair"
"26079" "hair" "has"
"26080" "has" "paid"
"26081" "paid" "off"
"26082" "off" "got"
"26083" "got" "a"
"26084" "a" "modeling"
"26085" "modeling" "job"
"26086" "job" "cause"
"26087" "cause" "of"
"26088" "of" "my"
"26089" "my" "edgy"
"26090" "edgy" "look"
"26091" "look" "x"
"26092" "in" "another"
"26093" "another" "epiphany"
"26094" "i'm" "so"
"26095" "so" "happy"
"26096" "happy" "your"
"26097" "your" "back"
"26098" "back" "congrats"
"26099" "congrats" "winning"
"26100" "winning" "the"
"26101" "the" "diva's"
"26102" "diva's" "champion"
"26103" "champion" "in"
"26104" "in" "your"
"26105" "your" "first"
"26106" "first" "match"
"26107" "match" "back"
"26108" "back" "and"
"26109" "and" "at"
"26110" "at" "a"
"26111" "a" "payper"
"26112" "payper" "view"
"26113" "#hoesoutherefuckinfor" "a"
"26114" "a" "bowl"
"26115" "bowl" "of"
"26116" "of" "cold"
"26117" "cold" "noodles"
"26118" "noodles" "and"
"26119" "and" "a"
"26120" "a" "ride"
"26121" "ride" "home"
"26122" "hahahah" "i"
"26123" "i" "saw"
"26124" "saw" "that"
"26125" "that" "too"
"26126" "i" "hate"
"26127" "hate" "that"
"26128" "that" "when"
"26129" "when" "i'm"
"26130" "i'm" "home"
"26131" "home" "alone"
"26132" "alone" "i"
"26133" "i" "hear"
"26134" "hear" "every"
"26135" "every" "little"
"26136" "little" "sound"
"26137" "sound" "so"
"26138" "so" "then"
"26139" "then" "i"
"26140" "i" "get"
"26141" "get" "scared"
"26142" "scared" "haha"
"26143" "actually" "i"
"26144" "i" "believe"
"26145" "believe" "i"
"26146" "i" "look"
"26147" "look" "the"
"26148" "the" "best"
"26149" "she" "could"
"26150" "could" "have"
"26151" "have" "been"
"26152" "been" "doling"
"26153" "doling" "it"
"26154" "it" "out"
"26155" "out" "to"
"26156" "to" "her"
"26157" "her" "girlfriends"
"26158" "girlfriends" "and"
"26159" "and" "framing"
"26160" "framing" "him"
"26161" "him" "for"
"26162" "for" "a"
"26163" "a" "crime"
"26164" "crime" "or"
"26165" "or" "paternity"
"26166" "paternity" "suit"
"26167" "a" "movie"
"26168" "movie" "me"
"26169" "me" "nor"
"26170" "nor" "any"
"26171" "any" "of"
"26172" "of" "my"
"26173" "my" "roommates"
"26174" "roommates" "have"
"26175" "have" "ever"
"26176" "ever" "heard"
"26177" "heard" "of"
"26178" "of" "it"
"26179" "olive" "garden"
"26180" "garden" "with"
"26181" "with" "the"
"26182" "the" "partial"
"26183" "partial" "family"
"26184" "family" "::number::"
"26185" "::number::" "#yumfood"
"26186" "oh" "my"
"26187" "my" "god"
"26188" "god" "its"
"26189" "its" "paul"
"26190" "paul" "heyman"
"26191" "heyman" "#raw"
"26192" "#raw" "over"
"26193" "over" "the"
"26194" "the" "limit"
"26195" "limit" "::number::"
"26196" "i" "had"
"26197" "had" "dream"
"26198" "dream" "i"
"26199" "i" "met"
"26200" "met" "blanca"
"26201" "blanca" "and"
"26202" "and" "mos"
"26203" "mos" "wanted"
"26204" "wanted" "lmao"
"26205" "lmao" "and"
"26206" "and" "it"
"26207" "it" "shall"
"26208" "shall" "happen"
"26209" "happen" "bby"
"26210" "u" "s"
"26211" "s" "a"
"26212" "a" "the"
"26213" "the" "state"
"26214" "state" "of"
"26215" "of" "missouri"
"26216" "i" "know"
"26217" "know" "its"
"26218" "its" "my"
"26219" "my" "fault"
"26220" "fault" "i"
"26221" "i" "shoulda"
"26222" "shoulda" "gave"
"26223" "gave" "more"
"26224" "no" "why"
"26225" "why" "did"
"26226" "did" "u"
"26227" "u" "tell"
"26228" "tell" "him"
"26229" "him" "about"
"26230" "about" "me"
"26231" "serves" "::number::"
"26232" "yes" "we"
"26233" "we" "are"
"26234" "are" "we"
"26235" "we" "have"
"26236" "have" "been"
"26237" "been" "are"
"26238" "are" "currently"
"26239" "currently" "located"
"26240" "located" "in"
"26241" "in" "alb"
"26242" "alb" "serving"
"26243" "serving" "all"
"26244" "all" "of"
"26245" "of" "nm"
"26246" "thank" "you"
"26247" "you" "super"
"26248" "super" "excited"
"26249" "excited" "it's"
"26250" "it's" "really"
"26251" "really" "going"
"26252" "going" "to"
"26253" "to" "help"
"26254" "help" "anipals"
"26255" "anipals" "out"
"26256" "out" "by"
"26257" "by" "building"
"26258" "building" "a"
"26259" "a" "database"
"26260" "database" "for"
"26261" "for" "#animal"
"26262" "#animal" "#behavioral"
"26263" "#behavioral" "#health"
"26264" "#health" "cheers"
"26265" "jpy" "::number::"
"26266" "::number::" "::number::"
"26267" "::number::" "mg"
"26268" "mg" "a"
"26269" "a" "new"
"26270" "new" "all"
"26271" "all" "time"
"26272" "time" "low"
"26273" "also" "sad"
"26274" "sad" "to"
"26275" "to" "hear"
"26276" "hear" "of"
"26277" "of" "the"
"26278" "the" "untimely"
"26279" "untimely" "passing"
"26280" "passing" "of"
"26281" "of" "james"
"26282" "james" "isaac"
"26283" "isaac" "director"
"26284" "director" "of"
"26285" "of" "jason"
"26286" "jason" "x"
"26287" "x" "and"
"26288" "and" "house"
"26289" "house" "i"
"26290" "i" "first"
"26291" "first" "friday"
"26292" "friday" "director"
"26293" "director" "we've"
"26294" "we've" "lost"
"26295" "nifty" "opened"
"26296" "opened" "weak"
"26297" "weak" "and"
"26298" "and" "remained"
"26299" "remained" "under"
"26300" "under" "selling"
"26301" "selling" "pressure"
"26302" "pressure" "for"
"26303" "for" "the"
"26304" "the" "entire"
"26305" "entire" "session"
"26306" "session" "to"
"26307" "to" "conclude"
"26308" "conclude" "the"
"26309" "the" "day"
"26310" "day" "with"
"26311" "with" "a"
"26312" "a" "loss"
"26313" "loss" "of"
"26314" "of" "::number::"
"26315" "::number::" "points"
"26316" "points" "at"
"26317" "at" "::number::"
"26318" "::number::" "amongst"
"26319" "amongst" "the"
"26320" "the" "sectoral"
"26321" "sectoral" "indices"
"26322" "indices" "the"
"26323" "the" "bse"
"26324" "bse" "fmcg"
"26325" "fmcg" "and"
"26326" "and" "hc"
"26327" "hc" "indices"
"26328" "indices" "were"
"26329" "were" "the"
"26330" "the" "outperformers"
"26331" "outperformers" "whereas"
"26332" "whereas" "bse"
"26333" "bse" "cd"
"26334" "cd" "index"
"26335" "index" "lost"
"26336" "lost" "the"
"26337" "the" "most"
"26338" "no" "prob"
"26339" "prob" "thanks"
"26340" "that'd" "be"
"26341" "be" "quite"
"26342" "quite" "the"
"26343" "the" "show"
"26344" "i" "went"
"26345" "went" "to"
"26346" "to" "art"
"26347" "art" "school"
"26348" "school" "and"
"26349" "and" "will"
"26350" "will" "likely"
"26351" "likely" "never"
"26352" "never" "be"
"26353" "be" "able"
"26354" "able" "to"
"26355" "to" "pay"
"26356" "pay" "it"
"26357" "it" "all"
"26358" "all" "back"
"26359" "back" "if"
"26360" "if" "i"
"26361" "i" "ever"
"26362" "ever" "want"
"26363" "want" "to"
"26364" "to" "have"
"26365" "have" "any"
"26366" "any" "kind"
"26367" "kind" "of"
"26368" "of" "life"
"26369" "life" "for"
"26370" "for" "my"
"26371" "my" "son"
"26372" "how" "to"
"26373" "to" "act"
"26374" "act" "manic"
"26375" "she" "did"
"26376" "did" "an"
"26377" "an" "amazing"
"26378" "amazing" "job"
"26379" "job" "playing"
"26380" "playing" "effie"
"26381" "effie" "i"
"26382" "i" "just"
"26383" "just" "saw"
"26384" "saw" "#thehungergames"
"26385" "#thehungergames" "last"
"26386" "last" "night"
"26387" "night" "and"
"26388" "and" "loved"
"26389" "loved" "it"
"26390" "i" "think"
"26391" "think" "everyone"
"26392" "everyone" "should"
"26393" "should" "experience"
"26394" "experience" "defeat"
"26395" "defeat" "at"
"26396" "at" "least"
"26397" "least" "once"
"26398" "once" "during"
"26399" "during" "their"
"26400" "their" "career"
"26401" "career" "you"
"26402" "you" "learn"
"26403" "learn" "a"
"26404" "a" "lot"
"26405" "lot" "from"
"26406" "from" "it"
"26407" "you" "are"
"26408" "are" "the"
"26409" "the" "result"
"26410" "result" "of"
"26411" "of" "::number::"
"26412" "::number::" "billion"
"26413" "billion" "years"
"26414" "years" "of"
"26415" "of" "evolutionary"
"26416" "evolutionary" "success"
"26417" "success" "fucking"
"26418" "fucking" "act"
"26419" "act" "like"
"26420" "like" "it"
"26421" "to" "refer"
"26422" "refer" "to"
"26423" "to" "a"
"26424" "a" "human"
"26425" "human" "with"
"26426" "with" "the"
"26427" "the" "attribute"
"26428" "attribute" "of"
"26429" "of" "god"
"26430" "god" "is"
"26431" "is" "also"
"26432" "also" "against"
"26433" "against" "the"
"26434" "the" "principle"
"26435" "principle" "of"
"26436" "of" "tawheed"
"26437" "tawheed" "for"
"26438" "for" "example"
"26439" "example" "referring"
"26440" "referring" "to"
"26441" "to" "a"
"26442" "a" "person"
"26443" "person" "as"
"26444" "as" "one"
"26445" "one" "who"
"26446" "who" "has"
"26447" "has" "no"
"26448" "no" "beginning"
"26449" "beginning" "or"
"26450" "or" "end"
"26451" "end" "eternal"
"26452" "let" "me"
"26453" "me" "rewind"
"26454" "rewind" "i've"
"26455" "i've" "been"
"26456" "been" "watching"
"26457" "watching" "for"
"26458" "for" "jameer"
"26459" "jameer" "in"
"26460" "in" "the"
"26461" "the" "time"
"26462" "time" "outs"
"26463" "outs" "all"
"26464" "all" "night"
"26465" "then" "we"
"26466" "we" "will"
"26467" "will" "need"
"26468" "need" "a"
"26469" "a" "lot"
"26470" "lot" "of"
"26471" "of" "new"
"26472" "new" "journals"
"26473" "journals" "or"
"26474" "or" "new"
"26475" "new" "publishers"
"26476" "publishers" "for"
"26477" "for" "old"
"26478" "old" "journals"
"26479" "journals" "if"
"26480" "if" "more"
"26481" "more" "editorial"
"26482" "editorial" "boards"
"26483" "boards" "jump"
"26484" "jump" "ship"
"26485" "ship" "and"
"26486" "and" "those"
"26487" "those" "journals"
"26488" "journals" "will"
"26489" "will" "need"
"26490" "need" "editors"
"26491" "do" "u"
"26492" "u" "like"
"26493" "like" "skrillex"
"26494" "chicago" "based"
"26495" "based" "journalist"
"26496" "journalist" "heather"
"26497" "heather" "shouse"
"26498" "shouse" "tracks"
"26499" "tracks" "the"
"26500" "the" "best"
"26501" "best" "kitchens"
"26502" "kitchens" "on"
"26503" "on" "wheels"
"26504" "wheels" "in"
"26505" "in" "her"
"26506" "her" "just"
"26507" "just" "released"
"26508" "released" "book"
"26509" "book" "food"
"26510" "food" "trucks"
"26511" "trucks" "dispatches"
"26512" "dispatches" "and"
"26513" "and" "recipes"
"26514" "recipes" "from"
"26515" "from" "the"
"26516" "the" "best"
"26517" "best" "kitchens"
"26518" "kitchens" "on"
"26519" "on" "wheels"
"26520" "others" "have"
"26521" "have" "blogged"
"26522" "blogged" "about"
"26523" "about" "fitness"
"26524" "fitness" "in"
"26525" "in" "much"
"26526" "much" "more"
"26527" "more" "persuasive"
"26528" "persuasive" "words"
"26529" "words" "than"
"26530" "than" "i"
"26531" "i" "can"
"26532" "can" "put"
"26533" "put" "together"
"26534" "together" "here"
"26535" "here" "but"
"26536" "but" "the"
"26537" "the" "bottom"
"26538" "bottom" "line"
"26539" "line" "is"
"26540" "is" "this"
"26541" "this" "just"
"26542" "just" "like"
"26543" "like" "your"
"26544" "your" "shooting"
"26545" "shooting" "skills"
"26546" "skills" "if"
"26547" "if" "you"
"26548" "you" "aren't"
"26549" "aren't" "getting"
"26550" "getting" "better"
"26551" "better" "you"
"26552" "you" "are"
"26553" "are" "wasting"
"26554" "wasting" "time"
"26555" "time" "at"
"26556" "at" "worst"
"26557" "worst" "or"
"26558" "or" "marking"
"26559" "marking" "time"
"26560" "time" "at"
"26561" "at" "best"
"26562" "best" "so"
"26563" "so" "to"
"26564" "to" "talk"
"26565" "talk" "about"
"26566" "about" "pt"
"26567" "pt" "i'm"
"26568" "i'm" "going"
"26569" "going" "to"
"26570" "to" "talk"
"26571" "talk" "about"
"26572" "about" "shooting"
"26573" "shooting" "then"
"26574" "then" "meander"
"26575" "meander" "back"
"26576" "back" "into"
"26577" "into" "pt"
"26578" "::number::" "now"
"26579" "now" "and"
"26580" "and" "i"
"26581" "i" "am"
"26582" "am" "being"
"26583" "being" "totally"
"26584" "totally" "serious"
"26585" "serious" "here"
"26586" "here" "do"
"26587" "do" "this"
"26588" "this" "gather"
"26589" "gather" "your"
"26590" "your" "energy"
"26591" "energy" "inside"
"26592" "inside" "and"
"26593" "and" "shake"
"26594" "shake" "like"
"26595" "like" "a"
"26596" "a" "dog"
"26597" "google" "ordered"
"26598" "ordered" "to"
"26599" "to" "stop"
"26600" "stop" "copyright"
"26601" "copyright" "violations"
"26602" "violations" "on"
"26603" "on" "youtube"
"26604" "yes" "i'm"
"26605" "i'm" "watching"
"26606" "watching" "survivor"
"26607" "survivor" "and"
"26608" "and" "at"
"26609" "at" "the"
"26610" "the" "commerical"
"26611" "commerical" "break"
"26612" "break" "the"
"26613" "the" "video"
"26614" "video" "resumed"
"26615" "resumed" "while"
"26616" "while" "the"
"26617" "the" "kfc"
"26618" "kfc" "ad"
"26619" "ad" "was"
"26620" "was" "still"
"26621" "still" "playing"
"26622" "playing" "starting"
"26623" "starting" "over"
"26624" "by" "chapter"
"26625" "alright" "well"
"26626" "well" "thank"
"26627" "thank" "you"
"26628" "you" "i"
"26629" "i" "have"
"26630" "have" "to"
"26631" "to" "goto"
"26632" "goto" "bed"
"26633" "bed" "now"
"26634" "now" "i'll"
"26635" "i'll" "talk"
"26636" "talk" "to"
"26637" "to" "you"
"26638" "you" "tomorrow"
"26639" "#blackops" "::number::"
"26640" "::number::" "world"
"26641" "world" "reveal"
"26642" "reveal" "trailer"
"26643" "trailer" "was"
"26644" "was" "amazing"
"26645" "amazing" "the"
"26646" "the" "future"
"26647" "future" "is"
"26648" "is" "black"
"26649" "rebranding" "part"
"26650" "part" "of"
"26651" "of" "push"
"26652" "push" "to"
"26653" "to" "streamline"
"26654" "streamline" "environmental"
"26655" "environmental" "reviews"
"26656" "i" "dnt"
"26657" "dnt" "keep"
"26658" "keep" "them"
"26659" "them" "n"
"26660" "n" "long"
"26661" "long" "where"
"26662" "where" "da"
"26663" "da" "baby"
"26664" "baby" "i'm"
"26665" "i'm" "coming"
"26666" "coming" "to"
"26667" "to" "steal"
"26668" "steal" "him"
"26669" "bon" "iver"
"26670" "iver" "are"
"26671" "are" "fucking"
"26672" "fucking" "terrible"
"26673" "terrible" "no"
"26674" "no" "more"
"26675" "more" "shitty"
"26676" "shitty" "ac"
"26677" "ac" "::number::"
"26678" "::number::" "'s"
"26679" "'s" "retreads"
"26680" "retreads" "it's"
"26681" "it's" "time"
"26682" "time" "to"
"26683" "to" "move"
"26684" "move" "on"
"26685" "on" "people"
"26686" "what" "and"
"26687" "and" "tell"
"26688" "tell" "me"
"26689" "me" "if"
"26690" "if" "u"
"26691" "u" "like"
"26692" "like" "my"
"26693" "my" "tumblrlll"
"26694" "black" "pepper"
"26695" "pepper" "steak"
"26696" "steak" "::number::"
"26697" "::number::" "nd"
"26698" "nd" "visit"
"26699" "visit" "::number::"
"26700" "::number::" "::number::"
"26701" "::number::" "::number::"
"26702" "::number::" "when"
"26703" "when" "the"
"26704" "the" "steak"
"26705" "steak" "was"
"26706" "was" "particularly"
"26707" "particularly" "chewy"
"26708" "chewy" "on"
"26709" "on" "the"
"26710" "the" "second"
"26711" "second" "visit"
"26712" "your" "welcome"
"26713" "welcome" "if"
"26714" "if" "techie"
"26715" "techie" "librarians"
"26716" "librarians" "like"
"26717" "like" "us"
"26718" "us" "run"
"26719" "run" "into"
"26720" "into" "glitches"
"26721" "glitches" "like"
"26722" "like" "that"
"26723" "that" "where's"
"26724" "where's" "the"
"26725" "the" "hope"
"26726" "hope" "for"
"26727" "for" "everyone"
"26728" "everyone" "else"
"26729" "::number::" "::number::"
"26730" "::number::" "why"
"26731" "why" "we"
"26732" "we" "need"
"26733" "need" "access"
"26734" "access" "to"
"26735" "to" "our"
"26736" "our" "public"
"26737" "public" "records"
"26738" "records" "chicago"
"26739" "chicago" "tribune"
"26740" "tribune" "july"
"26741" "july" "::number::"
"26742" "::number::" "::number::"
"26743" "::number::" "sec"
"26744" "sec" "::number::"
"26745" "::number::" "p"
"26746" "p" "::number::"
"26747" "::number::" "source"
"26748" "source" "item"
"26749" "item" "a"
"26750" "a" "::number::"
"26751" "::number::" "above"
"26752" "cute" "and"
"26753" "and" "true"
"26754" "i'll" "admit"
"26755" "admit" "i"
"26756" "i" "just"
"26757" "just" "got"
"26758" "got" "overly"
"26759" "overly" "excited"
"26760" "excited" "when"
"26761" "when" "i"
"26762" "i" "found"
"26763" "found" "out"
"26764" "out" "that"
"26765" "that" "and"
"26766" "and" "were"
"26767" "were" "going"
"26768" "going" "to"
"26769" "to" "be"
"26770" "be" "teaming"
"26771" "teaming" "up"
"26772" "up" "for"
"26773" "for" "two"
"26774" "two" "episodes"
"26775" "hahahah" "oh"
"26776" "oh" "my"
"26777" "my" "gosh"
"26778" "gosh" "that's"
"26779" "that's" "precious"
"26780" "precious" "i"
"26781" "i" "love"
"26782" "love" "you"
"26783" "you" "so"
"26784" "so" "much"
"26785" "much" "emily"
"26786" "emily" "oh"
"26787" "oh" "man"
"26788" "man" "what"
"26789" "what" "are"
"26790" "are" "you"
"26791" "you" "on"
"26792" "loved" "your"
"26793" "your" "presentation"
"26794" "presentation" "you"
"26795" "you" "were"
"26796" "were" "the"
"26797" "the" "one"
"26798" "one" "panel"
"26799" "panel" "i"
"26800" "i" "really"
